"benign_traffic","gafgyt_combo_attack","gafgyt_junk_attack","gafgyt_scan_attack","mirai_ack_attack","mirai_scan_attack","mirai_syn_attack","mirai_udp_attack","mirai_udpplain_attack","index"
27.41037212,162.195925890878,181.581066612276,37.2534935401355,164.492758194006,124.835222581197,190.674117812777,99.8279357696204,72.9327488236714,1
28.39889144,161.729693617835,182.574765055144,38.2532472816986,163.683093632894,125.834809978583,191.672699838994,100.113032429388,73.9044302306107,2
29.38795844,162.293158595138,183.571597006525,39.2516352822312,164.681335383788,126.632633757634,191.894429172308,100.299876973163,72.7170602612941,3
30.37564947,160.514485767891,183.948626656426,40.2506947230869,164.71518696542,127.632633757634,189.015634933319,100.146279148781,72.3586897144005,4
31.36300207,161.5127615553,184.04994887831,41.2502623586537,165.713962038727,128.438625240759,190.014385474802,99.9813610011196,72.9667574275958,5
32.32813971,162.508357523742,185.042345050127,42.2478424003379,155.729712076176,129.438094600353,190.529692691099,96.9424287976916,72.8804420360647,6
33.21158951,163.505537668667,185.654081872266,43.2478424003379,156.727524551743,130.438094600353,191.528275791353,97.9417879748127,72.4296042799471,7
31.00426993,164.5004037994,177.112478519383,44.2463415348853,157.7270065394,131.35502233505,192.527642756337,98.941383331194,72.556811619259,8
31.99146322,165.171791547115,177.718803402418,45.2445135442731,158.725442597141,132.354479645636,193.526370082237,99.9410563123247,71.9538829080855,9
30.55849254,165.74298066242,178.392072935292,46.2435789201054,159.723737602072,133.065855236516,194.524930897296,100.940725989359,72.6785982119183,10
31.40952622,166.735448433225,178.590230407298,46.4283234987218,160.723209686711,134.065855236516,192.653583197585,101.940392362306,72.6822285246354,11
32.31268735,167.314258755358,179.584032643615,47.4264053618419,160.791769358917,135.06541212502,193.650877006102,102.939634268835,72.3104245335005,12
33.29912668,167.996721236936,180.577800391196,43.6795833674419,161.790706469883,135.980173587095,194.649436895248,103.939294035036,72.6458529691074,13
34.28644472,167.392785018902,180.726774591551,43.4492453794522,162.789503291482,136.980173587095,195.648150195358,104.530516297658,72.1831553256988,14
35.27194244,168.388773904116,180.94803884365,44.4475939220465,163.788427196738,137.778624297608,194.596323690689,105.52947982524,72.0173741625594,15
32.05997652,169.371799808817,181.221356042128,45.4466390339051,164.787885846855,138.77816891475,195.595680515229,105.154156002256,71.9670622813692,16
33.04662782,169.658435532996,181.629494287789,46.4446112512571,164.999891207623,139.535964284448,195.005696861518,106.153460897029,71.8438051392433,17
33.76938241,170.342325942587,182.623191050032,47.4442658596442,165.998664163688,140.535503093269,196.005696861518,107.153110040961,71.7026057647597,18
34.75509884,169.48236770878,181.583323852206,48.4429721783148,166.997566855284,141.535503093269,196.791866155468,108.152667341035,71.6114184083132,19
31.42379114,170.189511913058,182.577622363076,49.4412910219998,167.997014898624,142.334958768921,196.67112113161,109.152309877234,71.1634030296974,20
32.41213486,169.985803921919,183.5700793625,50.4405965236238,168.244660266179,143.334488326567,197.09797777327,110.151949109437,72.1410029850443,21
33.39842537,165.383349104552,184.568107491608,51.4390127520159,169.244104187653,144.144878272865,198.09797777327,110.836659426103,69.6135738314602,22
34.38454697,165.85342966315,185.562464787138,52.4367175957688,167.311787872987,145.144878272865,197.831988814973,111.271931533651,70.1137898822691,23
31.96718082,165.686649256865,186.559244895769,53.4358077106008,168.310681884382,146.144878272865,186.958515471459,111.971131827485,71.1128049987396,24
32.96276993,166.684321868028,187.395760103092,54.4343065029965,169.310125587643,146.998591744973,187.957743057847,112.514916122656,71.8434893572389,25
32.42640893,167.67454328511,184.216891889069,55.4331820435996,170.308306894153,147.997984424611,188.957121824076,112.710633692197,71.4608452301587,26
33.41290766,168.672187972464,185.215065286331,56.4328156111537,171.307743994908,145.613048666981,189.718854819249,113.68139393505,71.600018010975,27
34.22113619,169.671072991145,186.206648143616,57.429691474221,171.522808044168,146.612567389957,190.718227764692,114.680924263711,72.1224582617468,28
34.48877203,170.057135593131,187.200186061123,58.4285051386105,172.522241130781,147.612567389957,191.538502680173,115.086710604155,71.9045566476009,29
35.26952487,170.346062132162,188.198948603349,59.4268636678443,173.119710145217,148.612567389957,191.481984875197,116.085569461784,72.057053065158,30
36.1741813,171.337757716388,182.688044505527,60.4254396639872,174.118565764243,149.612567389957,192.481351993181,112.777709031928,71.7516893293809,31
36.33984378,172.326432036755,183.68170453203,61.2658271889647,175.116695419507,150.612072893812,193.481351993181,113.776963532387,71.8711354403916,32
37.32474311,172.390190075348,183.872404790841,62.2641566297237,176.116116627683,151.612072893812,194.329212901697,114.776211427429,71.1227293082981,33
38.12864689,173.381786007794,184.866023715515,63.2622016131247,176.554853613647,152.611571788946,191.287804467444,115.775737232884,71.6196959741183,34
39.11396813,171.374823984104,185.860982901436,64.2597970873281,176.006821381266,153.611571788946,192.285749694384,116.775354573481,71.074344025531,35
39.83543145,168.418146464251,186.450467137406,65.2593723079134,177.005657915492,6.44498366224177,193.278441127283,117.774968610165,71.0533547127324,36
40.81874661,168.823163877247,187.448464325999,59.8288975536285,178.003756558224,7.44493573325189,191.642598911673,118.774579342947,71.0292528021775,37
41.02279511,169.819676466361,187.113768321424,59.4843888603097,178.43222605522,8.44488651965978,189.270707389603,119.774186771838,70.4973874856302,38
42.00571459,170.810275200141,188.102636637056,60.4821279249666,177.845666500031,9.44485860780786,189.645230423005,120.77329605495,71.4954069557438,39
41.79595329,171.810275200141,189.102636637056,61.4810784353408,178.844490878857,10.4448273908703,190.643976802644,121.664170234384,71.4300074146094,40
42.78003531,170.693505412181,190.087011810602,62.4794020067599,179.418510369678,11.4447928688581,186.457842237061,122.66366758244,70.8112925009185,41
41.30537593,169.712709972855,189.989927869265,63.4774402317255,179.354701498256,12.4447455850327,182.263624314832,123.663262157202,70.4341110890473,42
42.28821188,170.683824453008,190.983962423289,64.4772304274957,179.259746984456,13.4447044529352,179.070260987821,124.662853428126,70.8647321287024,43
42.23431569,171.679029319067,191.449894997383,65.4729683870376,180.252785405314,14.3729085514901,180.06966912876,125.662029363683,70.7156353126083,44
43.21673074,172.674915496044,184.131195829195,66.4727519872323,181.2521896378,15.372861046471,180.762232465577,126.662029363683,70.6623737093233,45
43.29891208,173.670777809306,185.124805772832,67.4713788474716,181.45180502702,16.3727467241174,181.762232465577,127.151585752008,70.5539625148744,46
44.28091963,173.909157926494,186.11960493882,68.4704310817061,181.637403590597,17.3726926092775,182.761631709071,127.796438226687,70.6132321955348,47
43.91926188,171.738073380705,187.113914801229,69.4666405389124,180.919437909479,18.3726351894386,179.225446910101,128.454970001537,70.5510930097471,48
44.90083027,165.199469469582,187.795686135889,70.4656647458447,181.916298584199,19.2476802504966,180.224706445433,127.208401409005,69.6627884680526,49
44.12209656,166.190323979352,188.195964159109,71.4644420212703,181.067095726484,20.2475530166938,176.242495420287,128.207140073999,70.2216539126143,50
45.10376204,167.18689095552,188.689853361487,72.4632019658508,181.231336201877,21.2474860949299,175.16218983441,129.206610389968,70.3353518804985,51
44.53231433,168.185095069366,189.331125681443,73.4596693655083,182.224447800716,22.2474158682094,176.161610892219,130.20618333914,69.9179794405069,52
